abb,year,month,total,mean,num_loans,year_month,state,population,per_cap_loan,per_cap_num_loans,epop,unemp,epop_jan_2020,unemp_jan_2020,epop_change,unemp_change,unemp_diff,epop_diff,unemp_diff_in_diff,epop_diff_in_diff,unemp_month_change,epop_month_change
NY,2020,12,536878663,16269050.393939395,33,Dec 2020,New York,19453561,27.59796332404129,0.16963475221837276,54.6,8.7,58.6,3.8,-4,4.8999999999999995,2.662745098039215,-4.058823529411761,2.4129084967320256,-0.8571895424836558,0,0.20000000000000284
OH,2020,9,25093650,12546825,2,Sep 2020,Ohio,11689100,2.1467563798752685,0.017109957139557364,56.7,7.4,60.8,4.5,-4.099999999999994,2.9000000000000004,0.27254901960784306,-1.2333333333333272,-0.3272875816993466,-0.19003267973855564,-1.5999999999999996,-0.29999999999999716
OH,2020,10,325000,325000,1,Oct 2020,Ohio,11689100,0.02780368035178072,0.008554978569778682,58.1,5.6,60.8,4.5,-2.6999999999999957,1.0999999999999996,-0.8921568627450984,-0.43921568627450824,-1.491993464052288,0.6040849673202633,-1.8000000000000007,1.3999999999999986
OH,2020,11,68042021,8505252.625,8,Nov 2020,Ohio,11689100,5.820980314994311,0.06843982855822946,58.4,5.6,60.8,4.5,-2.3999999999999986,1.0999999999999996,-0.6137254901960789,-0.09019607843137578,-1.2135620915032685,0.9531045751633958,0,0.29999999999999716
OH,2020,12,262067799,15415752.88235294,17,Dec 2020,Ohio,11689100,22.419844042740674,0.1454346356862376,58.8,5.6,60.8,4.5,-2,1.0999999999999996,-0.43725490196078454,0.1411764705882348,-1.0370915032679742,1.1844771241830063,0,0.3999999999999986
OK,2020,7,8465865,2821955,3,Jul 2020,Oklahoma,3956971,2.1394811839662204,0.07581556700819896,56.2,7.2,58.9,3.1,-2.6999999999999957,4.1,-1.829411764705882,-0.5666666666666629,-1.3542483660130717,2.051633986928108,-0.9999999999999991,0.9000000000000057
OK,2020,8,29792068.46,3724008.5575,8,Aug 2020,Oklahoma,3956971,7.529008542139935,0.2021748453551972,56.9,6.3,58.9,3.1,-2,3.1999999999999997,-1.4705882352941178,-0.6058823529411796,-0.9954248366013074,2.012418300653591,-0.9000000000000004,0.6999999999999957
OK,2020,9,107434818,10743481.8,10,Sep 2020,Oklahoma,3956971,27.150772143642197,0.25271855669399645,57.4,5.7,58.9,3.1,-1.5,2.6,-1.4274509803921571,-0.5333333333333314,-0.9522875816993468,2.0849673202614394,-0.5999999999999996,0.5
OK,2020,10,156535447.54,19566930.9425,8,Oct 2020,Oklahoma,3956971,39.5594123737576,0.2021748453551972,57.7,5.2,58.9,3.1,-1.1999999999999957,2.1,-1.292156862745098,-0.8392156862745068,-0.8169934640522876,1.779084967320264,-0.5,0.30000000000000426
OK,2020,11,105367224.16,13170903.02,8,Nov 2020,Oklahoma,3956971,26.628252812567997,0.2021748453551972,57.9,4.8,58.9,3.1,-1,1.6999999999999997,-1.4137254901960787,-0.5901960784313758,-0.9385620915032684,2.028104575163395,-0.40000000000000036,0.19999999999999574
OK,2020,12,173520219,5103535.852941177,34,Dec 2020,Oklahoma,3956971,43.85177930290619,0.859243092759588,58,4.5,58.9,3.1,-0.8999999999999986,1.4,-1.5372549019607842,-0.6588235294117624,-1.0620915032679739,1.9594771241830085,-0.2999999999999998,0.10000000000000142
OR,2020,9,21965678,5491419.5,4,Sep 2020,Oregon,4217737,5.207929750005749,0.0948375870757233,56.5,7.5,59.4,3.4,-2.8999999999999986,4.1,0.3725490196078427,-1.43333333333333,0.23104575163398647,0.6766339869281075,-0.9000000000000004,1
OR,2020,10,1000000,1000000,1,Oct 2020,Oregon,4217737,0.23709396768930827,0.023709396768930826,57.2,7,59.4,3.4,-2.1999999999999957,3.6,0.5078431372549019,-1.3392156862745068,0.36633986928104567,0.7707516339869307,-0.5,0.7000000000000028
OR,2020,11,3613351,1204450.3333333333,3,Nov 2020,Oregon,4217737,0.8567037252441297,0.07112819030679247,57.7,6.6,59.4,3.4,-1.6999999999999957,3.1999999999999997,0.3862745098039211,-0.7901960784313715,0.24477124183006485,1.319771241830066,-0.40000000000000036,0.5
OR,2020,12,51100000,12775000,4,Dec 2020,Oregon,4217737,12.115501748923652,0.0948375870757233,58.1,6.3,59.4,3.4,-1.2999999999999972,2.9,0.26274509803921564,-0.5588235294117609,0.12124183006535941,1.5511437908496766,-0.2999999999999998,0.3999999999999986
PA,2020,7,53844000,17948000,3,Jul 2020,Pennsylvania,12801989,4.205908941180937,0.023433858598066286,54.4,13,60.5,4.8,-6.100000000000001,8.2,3.9705882352941178,-2.366666666666667,3.087418300653595,-1.148366013071895,-0.3000000000000007,0.19999999999999574
PA,2020,8,81750000,27250000,3,Aug 2020,Pennsylvania,12801989,6.385726467973063,0.023433858598066286,54.6,10.2,60.5,4.8,-5.899999999999999,5.3999999999999995,2.4294117647058817,-2.905882352941177,1.5462418300653589,-1.6875816993464046,-2.8000000000000007,0.20000000000000284
PA,2020,9,35000000,35000000,1,Sep 2020,Pennsylvania,12801989,2.7339501697744,0.007811286199355429,57.1,7.1,60.5,4.8,-3.3999999999999986,2.3,-0.027450980392157653,-0.8333333333333286,-0.9106209150326805,0.38496732026144365,-3.0999999999999996,2.5
PA,2020,10,6087500,3043750,2,Oct 2020,Pennsylvania,12801989,0.4755120473857617,0.015622572398710857,57.1,7,60.5,4.8,-3.3999999999999986,2.2,0.5078431372549019,-1.4392156862745082,-0.3753267973856209,-0.220915032679736,-0.09999999999999964,0
PA,2020,11,18052671,4513167.75,4,Nov 2020,Pennsylvania,12801989,1.4101457984380397,0.031245144797421714,57.1,7.1,60.5,4.8,-3.3999999999999986,2.3,0.8862745098039211,-1.390196078431373,0.0031045751633982377,-0.1718954248366007,0.09999999999999964,0
PA,2020,12,206952011.76,5446105.572631579,38,Dec 2020,Pennsylvania,12801989,16.1656139338973,0.2968288755755063,57,7.1,60.5,4.8,-3.5,2.3,1.0627450980392155,-1.6588235294117624,0.17957516339869262,-0.4405228758169901,0,-0.10000000000000142
PR,2020,12,73148500,14629700,5,Dec 2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI,2020,10,25000000,25000000,1,Oct 2020,Rhode Island,1059361,23.599131929531104,0.094396527718124415,57.5,7.3,62.6,3.8,-5.100000000000001,3.5,0.8078431372549018,-1.0392156862745097,0.7663398692810455,-1.8292483660130734,-3.6000000000000005,0
RI,2020,12,28800000,28800000,1,Dec 2020,Rhode Island,1059361,27.186199982819833,0.094396527718124415,57.4,7.9,62.6,3.8,-5.200000000000003,4.1000000000000005,1.8627450980392162,-1.2588235294117638,1.82124183006536,-2.0488562091503275,0,0
SC,2020,9,4000000,2000000,2,Sep 2020,South Carolina,5148714,0.7768930261032172,0.03884465130516086,55.3,5.4,56.1,2.6,-0.8000000000000043,2.8000000000000003,-1.727450980392157,-2.633333333333333,-0.91062091503268,2.401633986928103,0,0.3999999999999986
SC,2020,12,8744568,2186142,4,Dec 2020,South Carolina,5148714,1.6983984738713396,0.07768930261032173,53.5,5.6,56.1,2.6,-2.6000000000000014,2.9999999999999996,-0.43725490196078454,-5.158823529411762,0.37957516339869246,-0.12385620915032636,0,0.10000000000000142
SD,2020,8,5000000,5000000,1,Aug 2020,South Dakota,884659,5.651895250034194,0.11303790500068388,63.5,4.7,66.5,2.9,-3,1.8000000000000003,-3.0705882352941174,5.994117647058822,-2.4870915032679735,0.9540849673202603,-0.7000000000000002,0.20000000000000284
SD,2020,9,6500000,6500000,1,Sep 2020,South Dakota,884659,7.347463825044452,0.11303790500068388,67,4,66.5,2.9,0.5,1.1,-3.1274509803921573,9.06666666666667,-2.5439542483660134,4.0266339869281085,-0.7000000000000002,3.5
SD,2020,10,2935000,733750,4,Oct 2020,South Dakota,884659,3.317662511770072,0.4521516200027355,67,3.7,66.5,2.9,0.5,0.8000000000000003,-2.792156862745098,8.46078431372549,-2.208660130718954,3.420751633986929,-0.2999999999999998,0
SD,2020,11,10576946,2115389.2,5,Nov 2020,South Dakota,884659,11.955958171453634,0.5651895250034195,64.4,3.6,66.5,2.9,-2.0999999999999943,0.7000000000000002,-2.6137254901960785,5.909803921568631,-2.030228758169935,0.8697712418300698,-0.10000000000000009,-2.5999999999999943
SD,2020,12,16183000,4045750,4,Dec 2020,South Dakota,884659,18.292924166260672,0.4521516200027355,66.8,3.3,66.5,2.9,0.29999999999999716,0.3999999999999999,-2.7372549019607844,8.141176470588235,-2.1537581699346404,3.1011437908496733,-0.30000000000000027,2.3999999999999915
TN,2020,10,65740000,16435000,4,Oct 2020,Tennessee,6829174,9.626347198065242,0.058572237286676244,57.4,7.8,59.4,3.7,-2,4.1,1.3078431372549018,-1.139215686274511,1.4996732026143789,0.7040849673202605,-0.10000000000000053,0.10000000000000142
TN,2020,11,29350000,9783333.333333334,3,Nov 2020,Tennessee,6829174,4.29773791090987,0.04392917796500719,57.3,5.6,59.4,3.7,-2.1000000000000014,1.8999999999999995,-0.6137254901960789,-1.1901960784313772,-0.4218954248366017,0.6531045751633944,-2.2,-0.10000000000000142
TN,2020,12,123327617,8221841.133333334,15,Dec 2020,Tennessee,6829174,18.058936117310818,0.21964588982503594,57.2,5.6,59.4,3.7,-2.1999999999999957,1.8999999999999995,-0.43725490196078454,-1.4588235294117595,-0.24542483660130734,0.38447712418301205,0,-0.09999999999999432
TX,2020,7,118075000,19679166.666666668,6,Jul 2020,Texas,28995881,4.072130107031409,0.0206925942343328,57,9.3,61.8,3.6,-4.799999999999997,5.700000000000001,0.27058823529411846,0.23333333333333428,0.3290849673202622,0.1016339869281051,-0.8999999999999986,0.29999999999999716
TX,2020,8,62680678,5223389.833333333,12,Aug 2020,Texas,28995881,2.1617097269781183,0.0413851884686656,58.8,6.9,61.8,3.6,-3,3.3000000000000003,-0.8705882352941172,1.294117647058819,-0.8120915032679735,1.1624183006535898,-2.4000000000000004,1.7999999999999972
TX,2020,9,386601443.74,16108393.489166666,24,Sep 2020,Texas,28995881,13.332978009531768,0.0827703769373312,57.6,7.9,61.8,3.6,-4.199999999999996,4.300000000000001,0.7725490196078431,-0.3333333333333286,0.8310457516339868,-0.4650326797385578,1,-1.1999999999999957
TX,2020,10,467671960.1,15086192.261290323,31,Oct 2020,Texas,28995881,16.1289101752073,0.10691173687738613,58.9,7.3,61.8,3.6,-2.8999999999999986,3.6999999999999997,0.8078431372549018,0.3607843137254889,0.8663398692810454,0.22908496732025974,-0.6000000000000005,1.2999999999999972
TX,2020,11,381035937.05,9770152.232051281,39,Nov 2020,Texas,28995881,13.141036723457377,0.1345018625231632,57.9,7.2,61.8,3.6,-3.8999999999999986,3.6,0.9862745098039216,-0.5901960784313758,1.0447712418300654,-0.721895424836605,-0.09999999999999964,-1
TX,2020,12,1677620637.15,12709247.251136364,132,Dec 2020,Texas,28995881,57.857205206146354,0.45523707315532164,58.6,6.9,61.8,3.6,-3.1999999999999957,3.3000000000000003,0.8627450980392162,-0.058823529411760944,0.9212418300653599,-0.19052287581699012,-0.2999999999999998,0.7000000000000028
TX,2021,1,12000000,12000000,1,Jan 2021,Texas,28995881,0.413851884686656,0.0034487657057221334,58.3,6.8,61.8,3.6,-3.5,3.1999999999999997,1.0176470588235293,-0.48823529411765065,1.0761437908496732,-0.6199346405228798,-0.10000000000000053,-0.30000000000000426
USVI,2020,12,2150000,2150000,1,Dec 2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UT,2020,8,3500000,3500000,1,Aug 2020,Utah,3205958,1.091717358742691,0.03119192453550546,65,4.8,66.9,2.4,-1.9000000000000057,2.4,-2.9705882352941178,7.494117647058822,-1.9454248366013074,2.3540849673202597,-0.6000000000000005,0.20000000000000284
UT,2020,9,33975000,16987500,2,Sep 2020,Utah,3205958,10.59745636093798,0.06238384907101092,65.2,4.2,66.9,2.4,-1.7000000000000028,1.8000000000000003,-2.927450980392157,7.266666666666673,-1.9022875816993468,2.126633986928111,-0.5999999999999996,0.20000000000000284
UT,2020,10,51705050,8617508.333333334,6,Oct 2020,Utah,3205958,16.127800177045362,0.18715154721303273,65.2,3.8,66.9,2.4,-1.7000000000000028,1.4,-2.6921568627450982,6.660784313725493,-1.6669934640522879,1.5207516339869311,-0.40000000000000036,0
UT,2020,11,7955000,1988750,4,Nov 2020,Utah,3205958,2.481317596799459,0.12476769814202184,65.1,3.5,66.9,2.4,-1.8000000000000114,1.1,-2.7137254901960786,6.60980392156862,-1.6885620915032682,1.469771241830058,-0.2999999999999998,-0.10000000000000853
UT,2020,12,199024067.37,16585338.9475,12,Dec 2020,Utah,3205958,62.07943690154394,0.37430309442606546,65,3.3,66.9,2.4,-1.9000000000000057,0.8999999999999999,-2.7372549019607844,6.341176470588238,-1.712091503267974,1.2011437908496756,-0.20000000000000018,-0.09999999999999432
VA,2020,7,4000000,4000000,1,Jul 2020,Virginia,8535519,0.46862996848814936,0.011715749212203733,59.1,7.9,64.7,2.5,-5.600000000000001,5.4,-1.129411764705882,2.3333333333333357,-0.22924836601307153,-0.49836601307189143,-0.9000000000000004,0.5
VA,2020,8,7249000,7249000,1,Aug 2020,Virginia,8535519,0.8492746603926487,0.011715749212203733,60.5,7,64.7,2.5,-4.200000000000003,4.5,-0.7705882352941176,2.9941176470588218,0.1295751633986928,0.16241830065359464,-0.9000000000000004,1.3999999999999986
VA,2020,9,34450930,11483643.333333334,3,Sep 2020,Virginia,8535519,4.0361845600718596,0.0351472476366112,59.7,6.6,64.7,2.5,-5,4.1,-0.5274509803921577,1.7666666666666728,0.3727124183006527,-1.0650326797385543,-0.40000000000000036,-0.7999999999999972
VA,2020,10,1100000,550000,2,Oct 2020,Virginia,8535519,0.12887324133424108,0.023431498424407466,59.8,6.1,64.7,2.5,-4.900000000000006,3.5999999999999996,-0.3921568627450984,1.2607843137254875,0.508006535947712,-1.5709150326797396,-0.5,0.09999999999999432
VA,2020,11,10879893,3626631,3,Nov 2020,Virginia,8535519,1.2746609784361091,0.0351472476366112,59.7,5.8,64.7,2.5,-5,3.3,-0.41372549019607874,1.2098039215686285,0.48643790849673163,-1.6218954248365987,-0.2999999999999998,-0.09999999999999432
VA,2020,12,125318040,5012721.6,25,Dec 2020,Virginia,8535519,14.68194728404916,0.2928937303050933,59.6,5.6,64.7,2.5,-5.100000000000001,3.0999999999999996,-0.43725490196078454,0.9411764705882391,0.46290849673202583,-1.890522875816988,-0.20000000000000018,-0.10000000000000142
VT,2020,12,1000000,1000000,1,Dec 2020,Vermont,623989,1.602592353390845,0.16025923533908448,58.8,3.5,64.6,2.5,-5.799999999999997,1,-2.537254901960784,0.1411764705882348,-1.2787581699346404,-3.148856209150326,-0.20000000000000018,0
WA,2020,8,7920000,3960000,2,Aug 2020,Washington,7614893,1.040067142112174,0.026264321770509448,57.8,9.1,62.6,4,-4.800000000000004,5.1,1.329411764705882,0.29411764705881893,0.7379084967320259,-0.3292483660130774,-1.700000000000001,0.5
WA,2020,9,23000000,11500000,2,Sep 2020,Washington,7614893,3.0203970036085863,0.026264321770509448,58.2,8,62.6,4,-4.399999999999999,4,0.8725490196078427,0.2666666666666728,0.2810457516339865,-0.3566993464052235,-1.0999999999999996,0.4000000000000057
WA,2020,10,10500000,10500000,1,Oct 2020,Washington,7614893,1.378876892951746,0.013132160885254724,60.5,7,62.6,4,-2.1000000000000014,3,0.5078431372549019,1.9607843137254903,-0.08366013071895428,1.337418300653594,-1,2.299999999999997
WA,2020,11,84341581,16868316.2,5,Nov 2020,Washington,7614893,11.07587211008743,0.06566080442627362,58.6,6.7,62.6,4,-4,2.7,0.4862745098039216,0.10980392156862706,-0.1052287581699346,-0.5135620915032693,-0.2999999999999998,-1.8999999999999986
WA,2020,12,113390570,4930024.782608695,23,Dec 2020,Washington,7614893,14.890632081107377,0.30203970036085864,58.6,6.3,62.6,4,-4,2.3,0.26274509803921564,-0.058823529411760944,-0.3287581699346406,-0.6821895424836573,-0.40000000000000036,0
WI,2020,7,12300000,12300000,1,Jul 2020,Wisconsin,5822434,2.1125185789997794,0.017174947796746172,60.8,7.2,64.2,3.3,-3.4000000000000057,3.9000000000000004,-1.829411764705882,4.033333333333331,-1.5375816993464049,1.0599673202614373,-1.3999999999999995,0.8999999999999986
WI,2020,8,2000000,2000000,1,Aug 2020,Wisconsin,5822434,0.3434989559349234,0.017174947796746172,61.5,6.1,64.2,3.3,-2.700000000000003,2.8,-1.670588235294118,3.9941176470588218,-1.3787581699346407,1.0207516339869276,-1.1000000000000005,0.7000000000000028
WI,2020,10,6138980,3069490,2,Oct 2020,Wisconsin,5822434,1.054366610252688,0.034349895593492344,62.4,4.8,64.2,3.3,-1.8000000000000043,1.5,-1.6921568627450982,3.860784313725489,-1.400326797385621,0.8874183006535947,-0.40000000000000036,-1.3000000000000043
WI,2020,11,62826160,20942053.333333332,3,Nov 2020,Wisconsin,5822434,10.790360182700224,0.051524843390238516,62.7,4.4,64.2,3.3,-1.5,1.1000000000000005,-1.8137254901960782,4.2098039215686285,-1.521895424836601,1.2364379084967343,-0.39999999999999947,0.30000000000000426
WI,2020,12,90303400,9030340,10,Dec 2020,Wisconsin,5822434,15.509561808686883,0.1717494779674617,62.9,4,64.2,3.3,-1.3000000000000043,0.7000000000000002,-2.037254901960784,4.241176470588236,-1.745424836601307,1.267810457516342,-0.40000000000000036,0.19999999999999574
WV,2020,7,3600000,3600000,1,Jul 2020,West Virginia,1792147,2.008763790023921,0.05579899416733114,49.4,9.4,52.9,5,-3.5,4.4,0.3705882352941181,-7.366666666666667,-0.9625816993464049,1.8849673202614365,-1.0999999999999996,0.7999999999999972
WV,2020,11,11400000,11400000,1,Nov 2020,West Virginia,1792147,6.36108533507575,0.05579899416733114,51.3,7,52.9,5,-1.6000000000000014,2,0.7862745098039214,-7.190196078431377,-0.5468954248366016,2.0614379084967265,-0.40000000000000036,0.3999999999999986
WV,2020,12,53000000,26500000,2,Dec 2020,West Virginia,1792147,29.573466908685504,0.11159798833466228,51.6,6.7,52.9,5,-1.2999999999999972,1.7000000000000002,0.662745098039216,-7.058823529411761,-0.670424836601307,2.1928104575163427,-0.2999999999999998,0.30000000000000426
WY,2020,8,5000000,5000000,1,Aug 2020,Wyoming,578759,8.63917450959726,0.1727834901919452,61.2,6.2,63,4.4,-1.7999999999999972,1.7999999999999998,-1.5705882352941174,3.6941176470588246,-1.7370915032679737,2.1040849673202615,-0.5999999999999996,0.20000000000000284
WY,2020,12,9322400,4661200,2,Dec 2020,Wyoming,578759,16.1075680896539,0.3455669803838904,61.3,5.2,63,4.4,-1.7000000000000028,0.7999999999999998,-0.837254901960784,2.641176470588235,-1.0037581699346403,1.0511437908496717,-0.09999999999999964,0
